53.5367,37.5646
92.0851,297.592
147.5028,46.4141
872.9863,855.3587
775.9364,772.9722
947.4968,662.0924
875.0247,367.2026
230.1892,558.5222
100.4696,365.5208
467.1741,903.4099
467.9142,822.8389
615.3457,972.8309
162.787,490.7751
252.2611,300.2656
863.8245,634.2835
287.3051,355.7472
687.6682,942.0742
414.6945,570.7962
442.9307,956.029
551.4821,413.3812
985.7431,756.0393
216.9808,82.2092
261.5522,195.9773
254.978,986.0123
926.415,973.3022
856.7042,927.0918
888.221,242.023
417.3753,853.1012
628.4514,104.4215
543.2018,241.8574
622.0679,546.9024
606.1249,607.7703
534.4045,770.5257
941.3247,370.2484
164.243,177.5354
954.0362,228.8618
464.7798,879.5254
919.9926,678.1381
142.3542,378.5916
482.3556,968.0016
970.8245,148.6262
487.2141,212.0609
487.0395,994.582
306.1568,163.1898
563.431,415.3116
932.1565,522.1583
413.5702,819.7831
751.8721,338.3384
871.6583,524.8475
995.3453,210.3263
920.1698,899.3871
505.4759,70.7837
671.6568,599.0799
264.3363,603.2881
6.8415,713.9796
510.6804,39.6384
702.8298,615.4898
885.1291,601.0132
931.7274,461.3481
719.1041,553.4881
482.5738,774.4862
427.8662,647.7189
670.6273,630.9616
538.3702,404.8051
448.543,201.3316
953.2379,718.3102
694.1023,418.4048
518.4001,587.3352
278.9065,253.9086
690.4194,866.6321
252.6907,691.4898
118.6349,359.3565
406.082,668.8642
62.2566,433.2023
416.6127,896.4878
620.7696,571.0802
670.1074,508.562
433.0946,591.5159
844.579,950.9425
372.6181,215.8789
650.0305,937.9727
252.4832,486.8129
922.4645,300.2089
537.8996,402.2729
670.579,44.8809
313.7104,168.6773
77.9897,780.7156
559.2696,327.6854
694.8728,696.7722
22.3442,238.622
706.2357,954.9956
73.0177,75.8691
286.8008,974.0152
335.4335,111.0775
53.4426,548.6126
686.4038,498.0288
862.3842,409.0507
742.962,455.9305
844.7747,925.353
57.9146,606.3544
826.6387,243.5479
148.604,708.1523
76.4583,303.1171
166.1099,765.4
566.0084,345.3364
709.6523,78.0142
483.913,43.579
38.6722,482.9476
278.2331,392.6013
608.3084,909.5958
837.1876,29.4653
584.206,68.0557
237.6391,466.1674
745.9167,755.0182
582.689,196.1867
987.0539,696.0584
290.9324,129.7884
183.8711,906.3563
212.7005,900.8059
780.4384,402.9253
154.9471,118.9497
962.3618,965.8658
820.6911,547.7903
7.4951,55.8143
638.2617,109.8044
631.4047,321.7794
671.1929,996.7721
455.9985,475.649
607.8471,633.5531
983.6641,582.6684
152.8736,976.6285
322.379,8.969
76.7777,712.8408
93.84,647.974
402.6251,426.8832
401.3248,476.6861
564.854,240.0617
457.7318,443.2462
383.1497,875.7342
683.0558,121.3289
620.6177,209.808
508.6208,172.2373
891.8661,45.7843
778.1443,967.778
866.6514,341.1554
456.6461,97.9871
955.8343,661.3024
535.2676,868.0828
290.7302,495.6069
163.6715,181.1712
617.5125,667.3657
612.8395,646.5161
223.1184,428.7245
57.0734,819.8534
483.824,897.0967
615.1086,28.7562
456.372,149.8316
406.5871,734.5745
963.2681,449.304
314.6464,242.1838
536.8075,324.6171
183.7693,967.7796
379.8588,295.0512
164.7186,848.1958
773.6107,911.242
538.5421,720.8905
116.5484,418.8148
702.9944,860.7138
5.4987,402.5139
875.5457,364.187
193.413,861.9182
383.0619,793.7687
557.4888,537.0149
962.4152,469.3404
481.4289,428.9266
806.5214,563.1889
620.2276,344.436
626.5005,414.0076
419.0436,190.3017
660.3053,806.2919
615.7106,573.5137
937.0802,601.0473
528.9321,706.1005
766.4417,291.4427
936.1293,765.7987
967.2844,417.8033
112.0586,918.5762
285.4454,179.4023
888.5143,776.0937
707.6056,366.0664
226.7814,917.3999
299.8736,209.3574
870.8611,362.1012
345.6544,970.5481
766.8472,621.3183
422.096,466.2448
794.5707,276.2737
20.1538,528.5969
687.0953,62.4789
655.9817,998.5665
915.2161,441.8491
854.1495,294.9489
14.281,789.3221
955.6441,581.2942
714.9944,44.5248
609.7503,994.0835
639.7057,746.9325
10.0293,47.9796
920.678,438.2123
458.4827,955.0906
697.4595,35.9085
71.7435,212.3418
68.6351,472.2471
808.015,786.9381
896.5111,605.2783
997.2324,574.1135
664.8532,375.1748
778.4227,393.9014
398.2953,907.9577
447.0287,678.4475
8.9496,92.9146
340.1192,411.1524
364.2619,822.6777
670.3245,348.8766
375.1054,542.0887
438.3847,608.4883
256.8616,97.4643
971.0887,843.3217
504.0029,987.0599
141.5183,803.1283
529.2631,444.2813
595.5679,791.8957
561.3449,619.1612
319.7896,626.3281
364.9507,566.181
87.7802,524.7521
528.6543,834.4089
353.0659,930.6747
207.3036,508.1129
422.9838,721.7775
331.9851,855.7858
371.2201,819.2667
610.9684,571.6115
161.3481,0.7458
26.3489,214.9148
452.8691,206.8063
668.9093,886.235
306.3796,369.7349
525.643,97.098
852.6686,732.5369
404.8606,135.7324
27.5269,102.5359
143.1644,795.532
983.7892,33.6662
579.9544,359.555
845.5754,877.9545
297.6776,193.1942
132.1174,358.3915
836.5631,785.5759
485.2562,470.8097
863.0482,40.4075
858.4912,79.4665
105.9459,55.9952
811.116,781.3727
877.8605,689.3099
455.4545,430.4412
335.402,728.5121
518.8888,915.0734
914.7407,902.8263
121.6736,80.9794
136.804,386.9955
155.8219,337.9269
840.9242,573.4692
623.676,552.1918
572.7193,752.298
608.1232,304.0197
480.7582,519.2863
748.4377,524.5974
401.8448,954.2501
936.0179,118.8316
656.1013,760.5599
88.0977,549.7234
66.3986,137.1887
701.2851,922.5266
796.5645,120.2423
256.4389,914.0724
499.6504,297.4671
366.7446,718.4191
830.6008,173.3191
691.7513,858.9342
909.7693,767.3699
107.1908,4.1567
775.4663,3.0288
374.5262,927.9705
850.2051,190.2042
395.5164,392.4863
594.2567,947.7548
410.5212,130.7626
877.5087,330.8125
527.1872,512.9482
225.3496,184.3723
796.1341,887.8162
446.0525,873.5694
571.7609,149.9351
533.509,225.3757
55.016,432.0463
133.7629,267.9009
513.3716,954.0477
952.836,400.7305
973.5383,112.5894
332.2095,24.5017
510.4259,563.0626
449.7033,475.6878
343.6452,924.1443
276.1169,377.058
372.261,603.0205
266.1127,467.9261
608.3851,648.2185
461.5257,669.638
343.1289,567.9835
903.8811,892.0478
224.1112,574.109
980.3165,751.7584
723.9852,757.75
374.3268,605.5157
592.8924,449.6991
564.9603,44.4622
201.5039,914.0349
365.4879,142.8318
751.2849,384.2903
152.4044,411.8891
915.4114,323.6561
638.6845,178.0564
268.6237,20.3393
35.6597,918.6027
173.7714,868.4411
890.6828,144.1163
297.166,957.7738
571.189,848.8161
220.582,232.1014
593.161,371.154
956.0213,840.251
880.3119,333.4766
844.9141,776.2156
163.3558,827.1916
915.1497,788.6
37.7062,124.5655
494.2011,587.5832
883.0891,811.2064
603.677,327.9977
794.914,513.0868
850.0613,207.2128
268.1888,648.2587
799.7196,411.3826
765.222,465.9385
182.3324,467.3114
964.1977,556.0316
384.5487,547.5214
326.5201,407.5405
660.2332,687.8382
860.4048,122.8455
393.9935,868.7601
894.5923,228.5251
874.6413,734.219
860.8942,844.12
908.6843,385.0333
871.7636,139.6485
522.5966,41.6921
499.2904,486.4316
527.3147,956.0409
951.9768,755.0028
298.337,640.0289
471.0975,824.7914
539.5456,828.5705
531.3566,659.5885
908.5869,452.4369
669.9449,475.3165
252.1442,375.2671
804.4551,130.1499
39.424,339.3972
587.9983,911.2346
95.6039,814.5817
866.8377,255.7004
678.676,690.7203
954.0565,306.6825
36.501,309.6394
643.6008,711.0265
411.4551,803.911
129.6175,749.4578
234.2792,694.2065
882.0482,143.5988
40.851,592.9741
930.2863,189.9523
804.2883,402.009
952.2244,70.2322
328.8381,503.0734
802.7247,795.7686
872.7575,979.8247
785.2406,136.3537
820.9009,914.2255
561.5624,606.8428
810.7315,588.8822
476.2997,538.8747
538.0896,742.6352
616.462,604.6151
312.5947,418.6874
709.2547,471.3322
686.5176,591.5435
891.0412,592.9343
856.6349,722.6696
494.6496,743.896
763.7321,320.9006
434.2258,173.2086
534.6205,266.2092
192.9651,784.8063
62.8753,604.9391
32.2987,124.2423
290.6507,779.0264
311.8106,386.4749
553.9256,733.4726
752.9501,701.7375
768.3147,537.3612
894.7708,28.8962
258.8851,997.4571
698.5983,122.7464
232.7251,137.1349
850.5936,646.8147
606.8879,812.2185
91.6972,620.3056
639.1449,704.8274
784.818,48.9994
355.1498,649.7664
590.8511,676.7912
875.597,97.6518
231.5481,381.1013
624.2079,259.3356
572.2626,832.8902
544.5815,502.296
778.6644,968.3384
173.5647,837.1316
703.6742,847.8553
293.2047,806.2895
429.2123,175.0926
413.691,661.5576
492.2916,883.0118
83.2567,614.0625
297.7587,879.8207
48.2277,422.7925
615.6091,999.9312
224.4274,226.069
129.9059,983.251
790.3985,242.9222
372.4704,163.3103
17.973300000000002,431.1966
712.8597,685.9006
66.9429,38.6255
95.3606,565.0834
668.1346,900.8912
91.5555,441.0843
218.4272,665.9061
84.6402,773.0749
806.2832,218.4617
855.3528,853.7957
489.9719,655.9602
134.6708,713.1354
345.2567,668.3432
455.8035,426.221
962.7529,155.142
170.6376,290.9018
431.3451,987.628
635.0749,814.899
61.0784,122.0702
625.8106,736.6667
241.0382,566.5454
113.281,629.8015
330.3598,800.4919
192.1835,953.9775
934.1365,220.4683
673.9947,289.7933
259.0804,406.3344
445.5879,86.7811
299.6838,599.6961
630.7654,319.929
902.1491,316.1829
511.3288,36.7884
993.7318,414.6282
169.4205,171.8128
530.6918,888.8851
34.349,432.6859
391.4753,698.8257
577.3808,516.3528
330.0393,210.2231
191.4764,704.7035
239.1704,934.6856
829.1896,502.2553
598.0656,413.215
479.5401,124.5512
769.4594,608.1627
531.001,430.0969
357.1923,957.9674
571.7452,688.0318
866.7358,587.8989
317.4166,940.7063
52.8491,627.6911
58.475,552.1577
492.6468,802.5912
206.6004,489.4316
555.2289,237.2669
771.6528,578.0548
97.4811,677.0751
322.3445,890.2492
342.8406,606.4701
175.5112,754.0491
260.5635,680.8846
710.5617,791.6149
631.6946,434.5481
21.7916,534.3085
487.3112,417.6336
324.5054,852.9665
654.577,496.2782
558.7392,328.6937
680.9011,250.0583
348.3565,313.0201
516.8529,372.0184
490.5272,706.8531
272.1701,662.5058
117.4735,866.4302
27.0851,194.8308
7.8172,107.8548
642.6324,529.8127
1.3594,735.3127
903.3128,307.3459
348.0945,678.2593
599.8631,881.2643
640.5972,945.1894
613.648,874.3196
795.8965,44.445
599.5543,237.8687
464.2509,601.3818
929.6937,351.4837
664.7506,120.5275
385.0348,11.4962
896.5126,951.7342
12.5196,906.6832
495.0329,706.916
168.8546,72.3524
859.008,453.8009
137.3136,830.8941
584.5442,633.2439
869.8293,852.7467
771.6434,630.9222
673.5499,822.8049
558.8189,498.2033
569.239,449.9711
105.6283,705.9204
157.3147,820.5585
37.1734,808.3384
285.4719,736.4042
800.3518,251.6978
109.1507,465.3002
797.769,835.4211
580.7301,386.9942
168.7044,83.5204
93.5893,316.2704
786.4201,966.6217
289.9103,964.3229
641.3352,757.247
925.2473,444.863
184.7701,921.6573
427.4566,921.3596
851.456,259.9247
31.8062,527.5866
526.5845,88.6119
927.9918,824.3666
930.3749,164.0055
436.5618,124.1044
271.2122,881.9958
700.8307,245.0136
557.5031,926.4233
874.1969,854.0269
708.962,952.8553
97.0921,489.105
540.1386,771.3884
933.5572,326.4423
290.6684,846.5481
591.661,354.7601
904.816,983.7077
851.0577,294.3472
75.5976,147.661
441.4902,601.8619
919.7283,535.8829
47.4635,839.5581
651.9256,459.3367
991.3309,885.5212
451.1121,947.8768
980.2842,749.5784
833.1292,208.762
491.1275,123.899
546.2844,871.1023
875.3235,953.9602
782.6407,534.7369
226.3384,440.4844
712.4076,625.9098
545.6208,587.8974
347.1083,852.2838
710.8176,997.0878
344.5118,696.7483
907.0121,331.0021
251.859,941.8902
760.738,95.1759
819.1848,670.1131
573.4829,169.1784
0.0039,83.0967
612.734,1000.9431
420.8248,61.8151
732.5141,220.4774
259.886,158.3655
964.8945,980.0426
874.1541,694.8953
70.4484,27.8792
327.0203,671.8313
547.9347,419.7145
111.4016,638.9296
451.0796,740.8979
301.8188,593.0064
799.2127,239.1452
832.8483,644.9169
658.8709,101.4104
766.5452,271.9624
151.9712,793.2527
477.4831,447.3074
77.5567,987.1639
538.7739,128.7354
679.5737,882.2399
376.3254,172.7615
692.3534,511.5541
231.1322,798.1158
464.4607,866.5781
481.1021,869.732
974.3638,271.9793
726.6072,601.3144
905.4268,537.2824
788.0469,592.5991
707.9176,398.3848
852.6239,250.5734
206.5165,525.0867
549.1456,642.9069
231.8513,491.9921
968.2887,479.0686
365.4379,150.9253
200.4606,32.2453
275.9755,34.0032
295.8328,528.6446
879.5046,782.645
280.3277,806.8311
378.0359,34.5426
356.877,689.1876
502.7517,795.472
994.6217,585.1553
56.2471,801.6765
223.6494,230.4978
370.3717,561.4139
549.1013,337.4014
94.7523,20.0351
845.412,309.6914
740.4138,344.1104
210.843,28.8113
275.7768,689.9876
240.2096,787.1384
824.416,81.8103
490.2566,387.9506
512.8545,230.6259
20.0554,972.077
135.7578,138.7627
397.0573,527.1704
636.6727,969.0134
602.8417,732.5117
334.9548,363.299
47.669200000000004,137.6361
966.3283,287.0661
80.0322,958.4079
147.3755,550.558
545.7266,70.8625
844.3669,832.1516
251.4521,313.0313
193.971,334.638
884.7913,605.1883
327.6871,358.99
548.3192,190.3243
865.0813,855.9519
589.8298,570.4028
539.1482,264.9915
877.0804,167.7707
525.6853,951.7824
717.9273,912.0756
58.7265,467.9139
123.2668,6.3053
495.97,209.4401
122.7512,172.5253
975.7511,337.3819
653.011,391.5047
975.6092,37.4551
149.2952,127.1815
270.6466,769.3911
214.6063,421.3722
657.1869,452.6349
588.3304,270.2583
286.1798,859.5845
629.9591,310.5639
